Id	feature0	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26	feature27	
13	0.0	0.0908711963318	0.0	0.514285714286	0.106382978723	0.0592383638928	0.174893907614	0.192286019625	0.0	1.0	0.361859207654	1.0	1.0	0.63829787234	0.230434391813	0.0270935960591	0.0152671755725	1.0	0.0212765957447	0.293610698366	1.0	0.76595744681	0.212765957446	0.121856866538	0.0598179453836	0.130640160739	0.823568575233	0.118634014067	
14	0.0	0.0425177157149	0.0	0.114285714286	0.0714285714286	0.0521861777151	0.205502170626	0.0741900413132	0.0	0.0	0.532231480634	0.0	0.0	0.0714285714286	0.179728137483	0.0541871921182	0.030534351145	0.25	0.190476190476	0.209905894007	1.0	0.0158730158733	0.178571428571	1.0	0.0533159947984	0.134756842074	0.283954727031	0.131175324125	
15	0.0	0.0568987077949	0.0	0.171428571429	0.0	0.00423131170663	0.372518413736	0.687671232877	1.0	0.75	0.150381565165	1.0	0.0	0.75	0.801750150875	0.0665024630542	0.0127226463104	0.75	0.0	0.0	1.0	0.916666666667	0.3125	0.0	0.00390117035111	0.315196998124	0.250665778961	0.211592237946	
16	0.0	0.138599416424	0.0	0.571428571429	0.056206088993	0.559943582511	0.0467050387786	0.00998363863847	1.0	1.0	0.264820417652	1.0	1.0	0.68149882904	0.411595685891	0.337438423645	0.325699745547	1.0	0.0327868852459	0.455175829619	1.0	0.76893052303	0.18149882904	0.160953800298	0.553966189857	0.196305360639	0.388482023968	0.237352766715	
17	0.0	0.196748645269	0.0	0.714285714286	0.0602409638554	0.341325811001	0.0903858348373	0.0204742256698	0.25	1.0	0.183384985137	1.0	1.0	0.73734939759	0.10455824505	0.113300492611	0.058524173028	1.0	0.0385542168675	0.38623080733	1.0	0.8281124498	0.156626506024	0.0736035049288	0.538361508453	0.037755524914	0.774300932091	0.199135666469	
18	0.0	0.107753230513	0.0	0.228571428571	0.129032258065	0.114245416079	0.115726062143	0.0471743506652	0.0	0.75	0.519725782154	1.0	0.833333333333	0.387096774194	0.164839942634	0.0197044334975	0.0229007633588	0.75	0.0967741935484	0.0	1.0	0.58064516129	0.349462365591	0.205278592374	0.119635890767	0.122764900106	0.399800266312	0.200237268028	
19	0.0	1.0	0.0909090909091	0.685714285714	0.166666666667	0.015514809591	0.11460416565	0.622831050228	0.0	1.0	0.441717791411	0.75	0.0	0.5	0.522731844699	0.0492610837438	0.0356234096692	0.5	0.0	0.0	1.0	0.694444444443	0.3125	0.159090909091	0.0143042912874	0.322805920367	0.681091877497	0.830522837048	
20	0.0	0.196123384744	0.0	0.542857142857	0.0238095238095	0.36389280677	1.0	0.0312614543534	0.0	1.0	0.193993543749	1.0	1.0	0.87074829932	0.259147956104	0.145320197044	0.0916030534351	1.0	0.0170068027211	0.0	1.0	0.910430839003	0.0765306122449	0.0519480519479	0.381014304291	0.10618456263	0.837549933422	0.48622998051	
21	0.0	0.0496040016674	0.0	0.171428571429	0.135135135135	0.0465444287729	0.191063850544	0.0851042823646	0.0	0.5	0.273701853139	0.5	0.5	0.27027027027	0.360599585705	0.0738916256158	0.0381679389313	0.5	0.216216216216	0.0	1.0	0.486486486487	0.371621621621	0.154791154791	0.0468140442133	0.174534759901	0.286950732357	0.169392424371	
22	0.0	0.0781575656524	0.0	0.857142857143	0.09375	0.0324400564175	0.405224135408	0.266095890411	0.0	0.5	0.115295113179	0.75	0.333333333333	0.3125	0.138163850332	0.012315270936	0.00254452926209	0.5	0.25	0.12867756315	0.0	0.322916666667	0.1171875	0.477272727272	0.0403120936281	0.0412757973734	0.775965379494	0.0338954325905	
23	0.0	0.0931638182576	0.0	0.6	0.155223880597	0.438645980254	0.0567777181601	0.0155496490152	0.75	0.5	0.229834190928	1.0	0.833333333333	0.319402985075	0.378093839793	0.142857142857	0.0737913486005	1.0	0.134328358209	0.11381872214	1.0	0.49751243781	0.320895522387	0.25644504749	0.43433029909	0.169105691057	0.474700399467	0.0634691975256	
24	0.0	0.121508962068	0.0	0.628571428571	0.157270029674	0.441466854725	0.311814057851	0.01590179261	0.75	0.5	0.229354245655	1.0	0.833333333333	0.317507418398	0.374986792834	0.142857142857	0.0737913486005	0.5	0.13353115727	0.205646359584	1.0	0.49752720079	0.322700296736	0.254923118424	0.436931079324	0.167534234119	0.488348868176	0.150580459283	
25	0.0	0.0360566902876	0.0	0.457142857143	0.138461538462	0.0789844851904	0.22606214331	0.11880576045	0.75	1.0	0.363254762674	0.75	1.0	0.384615384615	0.233433916717	0.0591133004926	0.0356234096692	1.0	0.107692307692	0.0989598811293	1.0	0.476923076923	0.211538461539	0.381818181818	0.0832249674902	0.13258286429	0.703728362184	0.00627065502923	
26	0.0	0.0973322217591	0.0	0.257142857143	0.235294117647	0.0225669957687	0.418369835618	0.253129196884	0.25	1.0	0.412657410397	0.75	0.0	0.117647058824	0.390997195499	0.0295566502463	0.0152671755725	1.0	0.294117647059	0.126102030708	1.0	0.313725490197	0.294117647059	0.224598930482	0.0208062418726	0.234631939079	0.392143808256	0.0294042877722	
27	0.0	0.0662776156732	0.0	0.485714285714	0.116822429907	0.280677009873	0.496902590118	0.0316306064098	0.0	1.0	0.49529486933	0.0	0.833333333333	0.359813084112	0.305816727674	0.110837438424	0.0966921119593	1.0	0.0841121495327	0.395740465577	1.0	0.495327102803	0.303738317757	0.374681393373	0.276983094928	0.207676526801	0.616844207723	0.118718752648	
28	0.0	0.171529804085	0.181818181818	0.628571428571	0.166666666667	0.015514809591	0.607824008585	0.622831050228	0.0	0.5	0.342142520057	0.75	0.0	0.333333333333	0.757694628847	0.0492610837438	0.0356234096692	0.5	0.0	0.0	1.0	0.472222222223	0.3125	0.477272727272	0.0143042912874	0.406504065041	0.681091877497	0.0772815863062	
29	0.0	0.120675281367	0.0	0.428571428571	0.0625	0.0775740479549	0.179332715477	0.132591324201	0.75	1.0	0.364177831577	0.75	1.0	0.296875	0.512635787568	0.0492610837438	0.0381679389313	0.25	0.109375	0.0	1.0	0.40625	0.33203125	0.507102272727	0.0819245773732	0.285236866792	0.773302263648	0.148292517583	
30	0.0	0.102959566486	0.0	0.685714285714	0.0632911392405	0.0888575458392	0.0682161845764	0.107646956823	0.0	0.75	0.284512551236	0.75	1.0	0.620253164557	0.1540224441	0.0394088669951	0.0407124681934	0.75	0.0	0.126102030708	1.0	0.76371308017	0.284810126582	0.16915995397	0.101430429129	0.0759493670884	0.774966711052	0.0343191254978	
31	0.0	0.166110879533	0.0	0.428571428571	0.108108108108	0.0874471086037	0.295790449246	0.0796741947426	0.75	1.0	0.56139171359	0.75	0.333333333333	0.378378378378	0.159373012119	0.0246305418719	0.0178117048346	1.0	0.148648648649	0.0	1.0	0.454954954953	0.202702702702	0.386977886978	0.0949284785436	0.126413467877	0.537283621838	0.194475044488	
32	0.0	0.0327219674865	0.0	0.714285714286	0.0	0.0197461212976	0.949612214038	0.306849315068	1.0	0.75	0.210341805433	1.0	1.0	0.307692307692	0.254445011838	0.012315270936	0.0101781170483	0.75	0.192307692308	0.148489351164	1.0	0.448717948717	0.384615384615	0.367132867133	0.0325097529259	0.108000192428	0.727030625832	0.0847385814761	
33	0.0	0.0842017507295	0.0	0.542857142857	0.102040816327	0.0564174894217	0.547509877567	0.123529959929	0.0	1.0	0.288658172093	0.0	0.833333333333	0.428571428571	0.108999544295	0.0295566502463	0.0127226463104	1.0	0.122448979592	0.0	1.0	0.510204081633	0.204081632652	0.350649350649	0.0624187256177	0.0543196640761	0.551597869507	0.224641979493	
34	0.0	0.131513130471	0.0	0.828571428571	0.0816326530612	0.0550070521862	0.103580313155	0.172882303606	0.0	1.0	0.119107711423	1.0	0.333333333333	0.489795918367	0.466838274236	0.0862068965517	0.0636132315522	0.75	0.102040816327	0.239128281327	1.0	0.632653061223	0.280612244897	0.194805194806	0.0624187256177	0.16798764534	0.771970705726	0.155834251335	
35	0.0	0.0806586077532	0.0	0.4	0.108695652174	0.162200282087	0.0534608067899	0.0260472503474	0.5	0.25	0.418027779992	0.5	0.0	0.572463768116	0.341082627062	0.105911330049	0.0966921119593	0.25	0.0507246376812	0.108865775136	1.0	0.743961352657	0.280797101449	0.0830039525692	0.178153446034	0.207348795896	0.327563249001	0.0500805016524	
36	0.0	0.0516882034181	0.0	0.2	0.28	0.0930888575458	0.182356958197	0.0228432267884	1.0	0.5	0.440902384096	0.25	0.0	0.12	0.084232548783	0.0221674876847	0.0101781170483	0.5	0.173333333333	0.0	1.0	0.217777777777	0.183333333334	0.534545454545	0.0962288686606	0.0607546383153	0.156125166445	0.271248199305	
37	0.0	0.0	0.0	0.314285714286	0.235294117647	0.0423131170663	0.374420759963	0.103679828096	0.0	1.0	0.251728503261	0.75	0.0	0.323529411765	0.388405694203	0.0418719211823	0.0178117048346	1.0	0.0882352941176	0.0716196136701	1.0	0.43137254902	0.183823529411	0.393048128342	0.0429128738622	0.180921899717	0.321238348868	0.00779594949581	
38	0.0	0.147353063777	0.0	0.457142857143	0.142857142857	0.0267983074753	0.174771962343	0.333463796477	1.0	0.5	0.360555164437	0.0	1.0	0.428571428571	0.154553553467	0.012315270936	0.00763358778626	1.0	0.0	0.126102030708	1.0	0.619047619047	0.357142857142	0.272727272727	0.0260078023407	0.0891033086156	0.638149134487	0.0333022625201	
39	0.0	0.147769904127	0.0	0.428571428571	0.0882352941176	0.0324400564175	0.227744988049	0.210260542573	0.0	1.0	0.378767671379	0.25	1.0	0.441176470588	0.0774255387129	0.0172413793103	0.0127226463104	0.0	0.176470588235	0.118771669143	1.0	0.519607843137	0.183823529411	0.280748663101	0.0429128738622	0.049332303278	0.651464713715	0.0335564782646	
40	0.0	0.467694872864	0.0	0.514285714286	0.12037037037	0.136812411848	0.0689966343105	0.0764417385421	1.0	1.0	0.306705383608	1.0	1.0	0.518518518519	0.479492165672	0.172413793103	0.160305343511	1.0	0.0740740740741	0.0	1.0	0.722222222223	0.324074074074	0.0530303030303	0.139141742523	0.245025826327	0.752330226365	0.406490975341	
41	0.0	0.948728636932	0.0	0.0571428571429	0.0434782608696	0.0310296191819	0.382493536901	0.105459598968	0.75	1.0	0.848173082144	0.75	0.0	0.869565217391	0.764398730025	0.15763546798	0.152671755725	1.0	0.0	0.0	1.0	0.942028985507	0.108695652174	0.0	0.0286085825748	0.700274628165	0.22103861518	0.796712143039	
42	0.0	0.452480200083	0.0	0.457142857143	0.16	0.0507757404795	0.34927564509	0.159634703196	0.0	1.0	0.196276116521	1.0	1.0	0.58	0.150609535305	0.0246305418719	0.0127226463104	0.75	0.04	0.0	1.0	0.76	0.25	0.0381818181818	0.0637191157347	0.0595372107568	0.727363515313	0.7118040844	
43	0.0	0.0154230929554	0.0	0.628571428571	0.100558659218	0.227080394922	0.0558265450466	0.0304890181373	0.0	0.5	0.36465506448	0.0	0.0	0.385474860335	0.188049345421	0.051724137931	0.0381679389313	0.5	0.0446927374302	0.0770678553739	1.0	0.564245810057	0.377094972067	0.319959370238	0.231469440832	0.108098287687	0.497336884154	0.0153376832472	
44	0.0	0.0819091288037	0.0	0.685714285714	0.146341463415	0.0521861777151	0.182625237793	0.200111370977	0.5	1.0	0.516507677577	0.5	1.0	0.463414634146	0.270397574223	0.0467980295567	0.0508905852417	1.0	0.0731707317073	0.0920257553244	1.0	0.60162601626	0.243902439025	0.232815964523	0.0520156046814	0.190484906725	0.747669773635	0.0311837979832	
45	0.0	0.0310546060859	0.0	0.142857142857	0.0769230769231	0.0324400564175	0.819691722355	0.226343519494	0.0	1.0	0.356094958656	1.0	0.0	0.615384615385	0.678055800566	0.115763546798	0.0737913486005	1.0	0.0769230769231	0.0	1.0	0.71794871795	0.192307692307	0.146853146853	0.0325097529259	0.37138596238	0.536284953395	0.127192610796	
46	0.0	0.165277198833	0.0	0.514285714286	0.243243243243	0.049365303244	0.258011804302	0.175737381217	0.25	0.75	0.925641899569	0.25	0.0	0.135135135135	0.670178929684	0.0837438423645	0.0839694656489	1.0	0.243243243243	0.138583457157	1.0	0.252252252253	0.202702702702	0.412776412776	0.0468140442133	0.658215438704	0.592543275632	0.0504194559783	
47	0.0	0.166319299708	0.0909090909091	0.571428571429	0.08	0.0324400564175	0.111482366714	0.294575342466	0.75	1.0	0.648437817414	0.0	1.0	0.28	0.962993361497	0.0788177339901	0.0636132315522	1.0	0.12	0.158395245171	1.0	0.293333333333	0.2	0.687272727272	0.0312093628088	0.731557223265	0.671105193076	0.0677061265994	
48	0.0	0.163818257607	0.0	0.485714285714	0.0625	0.0775740479549	0.967855226574	0.132591324201	0.75	1.0	0.364177831577	0.75	1.0	0.296875	0.512635787568	0.0492610837438	0.0381679389313	0.25	0.109375	0.0	1.0	0.40625	0.33203125	0.507102272727	0.0819245773732	0.285236866792	0.773302263648	0.305143631896	
49	0.0	0.18611921634	0.0	0.514285714286	0.0547945205479	0.0775740479549	0.122750109751	0.116544692563	0.0	1.0	0.41986196319	1.0	0.333333333333	0.821917808219	0.0337960168975	0.0221674876847	0.0152671755725	1.0	0.013698630137	0.158395245171	1.0	0.88584474886	0.102739726027	0.052303860523	0.0936280884265	0.0287679799875	0.775299600533	0.064062367596	
50	0.0	0.0	0.0	0.542857142857	0.0886075949367	0.0888575458392	0.0756304570509	0.052574995665	1.0	1.0	0.305081355029	1.0	0.0	0.417721518987	0.206442938665	0.051724137931	0.027989821883	1.0	0.0759493670886	0.0782565626548	1.0	0.61181434599	0.379746835442	0.21749136939	0.101430429129	0.105999794175	0.378495339547	0.0163545462249	
51	0.0	0.130679449771	0.0	0.514285714286	0.277777777778	0.0225669957687	0.132091117506	0.292440385591	0.0	0.75	0.624876311103	1.0	0.0	0.388888888889	0.505599141688	0.051724137931	0.027989821883	0.75	0.111111111111	0.158395245171	1.0	0.574074074073	0.208333333334	0.106060606061	0.0221066319896	0.386213605726	0.479693741678	0.0613507329887	
52	0.0	0.0883701542309	0.0909090909091	0.228571428571	0.157894736842	0.0253878702398	0.271840398029	0.394712809421	0.5	0.0	0.588036809816	0.5	1.0	0.263157894737	0.36235428644	0.0246305418719	0.0229007633588	0.0	0.0	0.235661218425	1.0	0.22807017544	0.131578947369	0.904306220094	0.0234070221066	0.271946282216	0.683422103862	0.1102448945	
53	0.0	0.0329303876615	0.0	0.628571428571	0.153846153846	0.0775740479549	0.431369201502	0.117007376186	0.75	0.25	0.346917908268	0.75	0.5	0.353846153846	0.240211689336	0.0591133004926	0.0356234096692	0.25	0.123076923077	0.0	1.0	0.451282051283	0.211538461539	0.381818181818	0.0832249674902	0.13258286429	0.693075898802	0.067451910855	
54	0.0	0.34264276782	0.0	0.257142857143	0.0126849894292	0.613540197461	0.385737281108	0.0150984196859	0.75	0.75	0.354112473019	0.75	1.0	0.885835095137	0.167043269568	0.204433497537	0.132315521628	1.0	0.00634249471459	0.831996037642	1.0	0.94291754757	0.105708245243	0.0201806650009	0.613784135241	0.094747377788	0.650798934754	0.406829929667	
55	0.0	0.638390996248	0.0	0.571428571429	0.118055555556	0.179125528914	0.10511682357	0.0576610857432	0.0	1.0	0.34269615352	0.75	1.0	0.409722222222	0.386282102863	0.0714285714286	0.0661577608142	1.0	0.104166666667	0.683011391778	1.0	0.534722222223	0.260416666666	0.304924242424	0.185955786736	0.209306163575	0.756657789614	0.355478349292	
56	0.0	0.368695289704	0.0	0.485714285714	0.0126849894292	0.614950634697	0.0175845080728	0.0150984196859	0.75	0.75	0.35406808413	0.75	1.0	0.885835095137	0.167415832122	0.204433497537	0.132315521628	1.0	0.00634249471459	0.0	1.0	0.94291754757	0.105708245243	0.0201806650009	0.613784135241	0.094940415984	0.650798934754	0.461062621812	
57	0.111111111111	0.123801583993	0.0909090909091	0.257142857143	0.333333333333	0.00282087447109	0.480781425296	0.552815829527	0.0	0.5	0.0	0.0	0.0	0.333333333333	0.397907865621	0.0221674876847	0.0	0.5	0.0	0.0	1.0	0.333333333333	0.0	0.636363636362	0.00260078023407	0.102147175318	0.151131824234	0.0764342004915	
58	0.0	0.139016256774	0.0	0.685714285714	0.0817610062893	0.201692524683	0.269986829911	0.0564716693951	0.75	1.0	0.338213901715	0.75	1.0	0.616352201258	0.543651290693	0.182266009852	0.18320610687	1.0	0.0314465408805	0.304011887073	1.0	0.735849056603	0.227987421384	0.168096054888	0.205461638492	0.291078150259	0.818242343542	0.12287094314	
59	0.0	0.0933722384327	0.0	0.714285714286	0.333333333333	0.00282087447109	0.181283839813	0.231354642313	0.75	0.5	0.478527607362	0.75	0.0	0.333333333333	0.0454636893985	0.0	0.00254452926209	1.0	0.0	0.136007924715	1.0	0.666666666667	0.416666666666	0.0	0.00260078023407	0.0412757973734	0.0632490013316	0.0244894500466	
60	0.0	0.249478949562	0.0	0.685714285714	0.0555555555556	0.0564174894217	0.155919223453	0.129883307966	0.75	0.0	0.499241144909	0.75	0.0	0.481481481481	0.3669058316	0.0344827586207	0.0229007633588	0.0	0.0925925925926	0.474987617632	1.0	0.5987654321	0.277777777777	0.282828282828	0.0689206762029	0.247562133741	0.639147802929	0.200576222354	
61	0.333333333333	0.0923301375573	0.454545454545	0.542857142857	1.0	0.0	0.156236281157	0.0	0.5	0.5	0.478527607362	0.5	0.0	0.0	0.339167169583	0.00492610837438	0.00254452926209	0.5	0.0	0.0906389301634	1.0	0.333333333333	0.0	0.0	0.0	0.223889931207	0.0	0.0271163460724	
62	0.0	0.408711963318	0.0	0.485714285714	0.0493827160494	0.102961918195	0.016096775767	0.105575286093	0.0	0.75	0.322085889571	0.0	1.0	0.691358024691	0.255407288197	0.211822660099	0.030534351145	0.75	0.0123456790123	0.696285289747	1.0	0.860082304527	0.293209876544	0.0235690235689	0.104031209363	0.134837359769	0.779294274301	0.463604779256	
63	0.0	0.196957065444	0.0	0.828571428571	0.149253731343	0.157968970381	0.0488024974391	0.0639269406393	0.0	1.0	0.184775111627	1.0	1.0	0.462686567164	0.231987317486	0.076354679803	0.0330788804071	1.0	0.0522388059701	0.148489351164	1.0	0.587064676617	0.233208955224	0.284938941655	0.172951885566	0.0923804990062	0.780625832224	0.0645707990848	
64	0.0	0.198624426845	0.0	0.485714285714	0.125	0.0634696755994	0.188576167016	0.152380952381	0.25	1.0	0.319321901624	0.25	1.0	0.232142857143	0.343887404086	0.0418719211823	0.0229007633588	0.0	0.125	0.237642397226	1.0	0.244047619047	0.178571428571	0.715909090908	0.0715214564369	0.179866881087	0.777629826897	0.150495720702	
65	0.0	0.0862859524802	0.0	0.771428571429	0.152380952381	0.126939351199	0.235622652554	0.0873929115025	0.75	0.5	0.471671595825	0.75	1.0	0.228571428571	0.319866655171	0.0738916256158	0.0763358778626	0.0	0.133333333333	0.169192669638	1.0	0.384126984127	0.333333333334	0.418181818182	0.135240572172	0.209976473391	0.836218375499	0.118718752648	
66	0.0	0.160275114631	0.0	0.6	0.0416666666667	0.0620592383639	0.1224574411	0.167808219178	1.0	1.0	0.703363442982	1.0	0.833333333333	0.708333333333	0.263905652786	0.0394088669951	0.0432569974555	1.0	0.0	0.158395245171	1.0	0.868055555557	0.286458333334	0.0397727272726	0.0611183355007	0.23149885345	0.734021304927	0.0592322684518	
67	0.0	0.5	0.0	0.285714285714	0.0392156862745	0.064880112835	0.0499487829862	0.160873847256	0.75	1.0	0.72163128393	0.75	0.666666666667	0.823529411765	0.378903522785	0.0714285714286	0.0636132315522	1.0	0.0	0.0	1.0	0.908496732027	0.14705882353	0.0374331550803	0.0650195058518	0.325939005996	0.747669773635	1.0	
68	0.0	0.0812838682784	0.0	0.2	0.0666666666667	0.0380818053597	0.180503390079	0.183257229833	0.0	1.0	0.414472730786	1.0	0.0	0.633333333333	0.644618788976	0.0566502463054	0.0432569974555	1.0	0.0333333333333	0.0	1.0	0.633333333333	0.0833333333334	0.381818181818	0.037711313394	0.382155513863	0.500998668442	0.186424879248	
69	0.0	0.4991663193	0.0	0.571428571429	0.0682352941176	0.373765867419	0.335447051363	0.0207746441042	0.25	0.75	0.316879842389	1.0	1.0	0.738823529412	0.147810713905	0.172413793103	0.0636132315522	0.75	0.0258823529412	1.0	1.0	0.851764705883	0.182352941176	0.0404278074865	0.551365409623	0.0782283044548	0.804593874834	0.601474451318	
70	0.0	0.434347644852	0.0	0.542857142857	0.12987012987	0.101551480959	0.0554119311253	0.111676451402	0.0	1.0	0.440924836192	0.0	0.833333333333	0.506493506494	0.403247928896	0.0837438423645	0.0712468193384	0.5	0.025974025974	0.572857850421	1.0	0.670995670997	0.292207792207	0.198347107438	0.0988296488947	0.251163470676	0.78362183755	0.438945852046	
71	0.0	0.0610671112964	0.0	0.657142857143	0.13475177305	0.193229901269	0.105677771816	0.050338417695	1.0	0.75	0.483922149355	1.0	0.333333333333	0.581560283688	0.333543060389	0.12315270936	0.111959287532	0.0	0.0780141843972	0.48548786528	1.0	0.713947990543	0.195035460992	0.0947775628625	0.182054616385	0.221947227656	0.646804260985	0.160240657571	
72	0.0	0.368903709879	0.0	0.314285714286	0.0196078431373	0.049365303244	0.0828008389835	0.169397439341	1.0	1.0	0.894056596911	1.0	1.0	0.745098039216	0.335711834523	0.0295566502463	0.0330788804071	1.0	0.0196078431373	0.4852897474	1.0	0.8954248366	0.269607843137	0.0	0.0650195058518	0.342052017805	0.787283621838	0.227862045589	
73	0.0	0.832430179241	0.0	0.371428571429	0.0254237288136	0.431593794076	0.892273547632	0.0233831230813	1.0	1.0	0.216514736636	1.0	1.0	0.827683615819	0.295111647556	0.20197044335	0.173027989822	1.0	0.0225988700565	0.0	1.0	0.879472693033	0.10593220339	0.075500770416	0.459037711313	0.127682202507	0.754327563249	0.659859333955	
74	0.0	0.0323051271363	0.0	0.428571428571	0.190476190476	0.0253878702398	0.420052680357	0.124026962383	0.25	0.0	0.362405919929	0.25	0.0	0.142857142857	0.305601057562	0.0492610837438	0.0178117048346	0.0	0.190476190476	0.110846953938	1.0	0.04761904762	0.0	0.909090909089	0.0260078023407	0.171714464397	0.237350199734	0.00660960935514	
75	0.0	0.167569820759	0.0	0.142857142857	0.0699300699301	0.179125528914	0.175601190186	0.0301689178401	0.0	0.0	0.567099300181	0.0	0.0	0.237762237762	0.266460154209	0.103448275862	0.089058524173	0.0	0.167832167832	0.0	1.0	0.198135198137	0.13986013986	0.787666878574	0.184655396619	0.200265025781	0.393142476698	0.265147021439	
76	0.0	0.0254272613589	0.0	0.542857142857	0.0769230769231	0.0352609308886	0.163772498902	0.203582718651	0.0	0.75	0.199865797546	1.0	0.0	0.5	0.115500673135	0.012315270936	0.00508905852417	0.75	0.0384615384615	0.0963843486875	1.0	0.705128205127	0.384615384615	0.146853146853	0.0325097529259	0.0447876076393	0.482356857523	0.0148292517583	
77	0.0	0.124843684869	0.0	0.371428571429	0.0925925925926	0.0592383638928	0.161016535779	0.15403348554	1.0	1.0	0.545574057844	1.0	1.0	0.62962962963	0.104204385435	0.0246305418719	0.0254452926209	1.0	0.0555555555556	0.207924715206	1.0	0.80864197531	0.277777777777	0.0	0.0689206762029	0.0869293308318	0.757989347537	0.127107872214	
