78	71	0.02	0.02
86	91	0.02	0.02
33	31	0.02	0.02
91	85	0.02	0.02
56	118	0.02	0.02
74	5	0.02	0.02
85	19	0.02	0.02
118	54	0.02	0.02
40	18	0.02	0.02
111	31	0.02	0.02
18	2	0.02	0.02
9	73	0.02	0.02
95	118	0.02	0.02
9	71	0.02	0.02
102	87	0.02	0.02
107	124	0.02	0.02
58	9	0.02	0.02
18	21	0.02	0.02
66	65	0.02	0.02
95	56	0.02	0.02
113	65	0.02	0.02
87	92	0.02	0.02
27	23	0.02	0.02
67	124	0.02	0.02
114	14	0.02	0.02
114	93	0.02	0.02
46	6	0.02	0.02
86	19	0.02	0.02
120	81	0.02	0.02
84	68	0.02	0.02
23	55	0.02	0.02
11	124	0.02	0.02
103	102	0.02	0.02
89	57	0.02	0.02
57	3	0.02	0.02
103	106	0.02	0.02
14	21	0.02	0.02
53	97	0.02	0.02
20	34	0.02	0.02
52	75	0.02	0.02
101	102	0.02	0.02
66	6	0.02	0.02
103	92	0.02	0.02
82	78	0.02	0.02
10	113	0.02	0.02
96	10	0.02	0.02
73	103	0.02	0.02
110	99	0.02	0.02
114	92	0.02	0.02
47	66	0.02	0.02
112	16	0.02	0.02
75	31	0.02	0.02
86	88	0.02	0.02
